Left_Arm_Joint_1,Left_Arm_Joint_2,Left_Arm_Joint_3,Left_Arm_Joint_4,Left_Arm_Joint_5,Left_Arm_Joint_6,Left_Arm_Joint_7,Right_Arm_Joint_1,Right_Arm_Joint_2,Right_Arm_Joint_3,Right_Arm_Joint_4,Right_Arm_Joint_5,Right_Arm_Joint_6,Right_Arm_Joint_7
-0.4556969676313454,-0.2055128788178937,1.0259500010115614,-2.5998969703523676,-1.0682395081075473,1.3976335376152074,1.6781147592558057,2.8977137729127183,0.15709999639587902,2.5830869049428333,-2.6334845644976808,1.1352681236304933,1.304914341862184,-0.1443145666897746
-0.4556968916542621,-0.20551291461875554,1.025950077139723,-2.5998969684970508,-1.0682395220779366,1.397633534439703,1.6781147690352363,2.8977138640214815,0.15710000434257454,2.5830868032435923,-2.633484575521866,1.13526811721157,1.3049143564456123,-0.14431455993958842
-0.4556969948358889,-0.20551295118105894,1.0259501765056358,-2.599896972037821,-1.0682395044494717,1.3976335681185796,1.678114753272438,2.897713730579568,0.15709999069966774,2.5830869344429637,-2.633484573593866,1.1352681266238611,1.3049143358372408,-0.14431456826472877
-0.4556968948085114,-0.20551286076459707,1.0259502224429466,-2.599896965584468,-1.0682395247054863,1.3976335400961508,1.6781147690877685,2.89771379085869,0.15709999513263107,2.583086838495378,-2.6334846279226793,1.135268124951941,1.304914345705689,-0.14431456436404744
-0.4556970267180631,-0.2055129075634854,1.0259503494654991,-2.599896970116369,-1.0682395021425215,1.3976335832031284,1.6781147489136874,2.8977135764705952,0.15709997321794988,2.5830870492797793,-2.6334846248242476,1.135268140075562,1.3049143125959555,-0.14431457773703782
-0.4556968562331827,-0.20551290183021997,1.0259504916060038,-2.5998969807106054,-1.068239527599089,1.3976335410440432,1.6781147649016797,2.8977138225379075,0.1571000005922154,2.583086786692082,-2.6334846805673626,1.1352681238999034,1.304914350437448,-0.1443145628154292
-0.45569691202806784,-0.2055129215999738,1.025950545338091,-2.599896982624532,-1.0682395180669912,1.3976335592562465,1.6781147563788723,2.8977138228547847,0.15710000062480067,2.5830867863809335,-2.633484680571377,1.135268123877965,1.3049143504864262,-0.14431456279530674
-0.4554460431355256,-0.2054031512305956,1.025773571790408,-2.5998867587075702,-1.0682806450554159,1.3975543645072346,1.678153036043489,2.897713828674773,0.157100003212159,2.583086787767062,-2.6334846847767235,1.1352681229346249,1.3049143510028642,-0.14431456348100158
-0.4554460522238504,-0.20540315444819424,1.0257735805429942,-2.5998867590186756,-1.0682806435024554,1.3975543674721536,1.6781530346568774,2.897713792247922,0.15709999949005526,2.583086823580034,-2.633484684250225,1.1352681255038009,1.304914345377675,-0.14431456575261348
-0.455245167025895,-0.20531522168981464,1.025631305016442,-2.5998785644082645,-1.068313548512081,1.3974910024859248,1.6781836813186395,2.8977138028321825,0.15709999821469234,2.5830868476699287,-2.6334846252709587,1.1352681244783134,1.304914346899296,-0.14431456547709798
-0.4550545041735452,-0.20523195380701864,1.025496801897642,-2.5998708053349837,-1.0683448201863728,1.3974307994704231,1.6782127733644456,2.8977137679399814,0.15709999482087822,2.583086906517174,-2.6334845683135057,1.1352681238426783,1.3049143411674478,-0.1443145670688193
-0.45505451566470523,-0.20523195788132043,1.0254968129639899,-2.5998708057298368,-1.0683448182226094,1.3974308032227816,1.6782127716079458,2.8977137517295386,0.15709999316510026,2.5830869224551236,-2.633484568079173,1.1352681249858996,1.3049143386643007,-0.14431456807967424
-0.4548036359743426,-0.20512219208746174,1.0253194928086131,-2.5998605850006644,-1.0683859373086353,1.3973515729779864,1.6782510563012014,2.897713716089772,0.1570999892826923,2.583086948071541,-2.6334845675333467,1.1352681279631633,1.3049143334753985,-0.14431456937121534
-0.45480353626762504,-0.20512215675610612,1.0253193967886602,-2.5998605815794953,-1.0683859543441523,1.3973515404328536,1.6782510715338468,2.8977139697490415,0.15710001520742045,2.583086698680903,-2.63348457119819,1.1352681100685378,1.3049143726475254,-0.14431455354953826
-0.45455283664514834,-0.2050124122269903,1.0251420024085842,-2.5998503663157466,-1.0684270321021963,1.3972724163652614,1.6782893248195663,2.89771367812698,0.15709998601042652,2.5830869565541903,-2.633484621574366,1.135268133132722,1.3049143279233393,-0.14431457172509932
-0.45455272657474577,-0.20501237322277532,1.0251418964087176,-2.599850362539106,-1.068427050907622,1.397272380437638,1.6782893416354705,2.8977137768483345,0.1570999961016175,2.583086859493715,-2.6334846230020768,1.1352681261676962,1.3049143431686803,-0.14431456556699918
-0.454352017678211,-0.20492471112910327,1.025000131832238,-2.5998421878474964,-1.0684599584740901,1.3972090155553643,1.6783199642531796,2.897713914295622,0.15713631505551184,2.582754334769527,-2.6335207607407387,1.1352435897041395,1.304965354901097,-0.14429344335246852
-0.45418146422286476,-0.20485013789209017,1.0248795910448223,-2.599835233530581,-1.068487914721901,1.3971551732801473,1.678345988788216,2.897713930884292,0.15716719280613178,2.5824716327427257,-2.633551430719634,1.1352227264258778,1.3050087274342816,-0.14427548397805456
-0.4541815628137744,-0.20485017282565732,1.0248796859904559,-2.5998352369137923,-1.0684878978774641,1.397155205459855,1.678345973727681,2.8977138159392037,0.15716718105783167,2.582471745754571,-2.633551429059062,1.1352227345346138,1.305008709683332,-0.14427549114723492
-0.45393064528074767,-0.2047403983830396,1.0247022187849177,-2.599825007008749,-1.0685290258762388,1.3970759694548534,1.6783842640644977,2.8977138552969812,0.15721258425367957,2.5820560167144215,-2.633596550981408,1.135192056965145,1.3050724899932646,-0.1442490811397108
-0.45393063591124694,-0.2047403950627551,1.0247022097621405,-2.599825006687302,-1.0685290274767292,1.3970759663955974,1.678384265496387,2.8977138508036706,0.157212583795467,2.5820560211312387,-2.6335965509174124,1.135192057281779,1.305072489299373,-0.14424908141925608
-0.4536797230944476,-0.2046306028087166,1.0245249047489464,-2.599814768805124,-1.0685701649493335,1.3969967381168846,1.6784225555135457,2.8977138168176513,0.15725797393795804,2.5816403959304566,-2.6336417178924005,1.1351613892457537,1.3051362504865596,-0.14422267896257324
-0.4535291482353614,-0.2045648131218547,1.0244185642490127,-2.599808632656196,-1.0685948434208923,1.3969492093872775,1.6784455285970283,2.8977138173958927,0.15728520641980026,2.581391021059531,-2.633668834645173,1.1351429887560898,1.3051745067001241,-0.14420683817583635
-0.45352913125853433,-0.2045648069857391,1.0244185479133154,-2.599808632063919,-1.0685948463715418,1.3969492037468187,1.6784455312335105,2.897713718552172,0.1572851963189883,2.5813911182404095,-2.6336688332171865,1.1351429957294068,1.305174491436171,-0.1442068443399328
-0.4532781611158736,-0.20445490928913745,1.0242410220604317,-2.5997984180564235,-1.0686358827551228,1.3968700503608416,1.6784838098547699,2.8977137165481235,0.15733057910983028,2.5809755348256935,-2.633713992073392,1.135112330225252,1.305238247273655,-0.1441804448377123
-0.45327815986882847,-0.20445490884735396,1.024241020859117,-2.599798418013463,-1.0686358829680271,1.3968700499544537,1.678483810045038,2.8977138420378807,0.15733059193479204,2.5809754114470067,-2.633713993886647,1.135112321372552,1.3052382666521787,-0.14418043701138816
-0.45302729034994993,-0.20434505478709486,1.0240636043236853,-2.5997881844923683,-1.0686769761041788,1.3967908954051564,1.678522084400293,2.897713792365476,0.15737596076624571,2.580559954288299,-2.633759145699522,1.1350816636760968,1.3053020044795538,-0.14415404436625068
-0.4528013918462177,-0.20424628058765126,1.0239041328146543,-2.5997789760277508,-1.0687140104696606,1.3967195797917968,1.678556552904121,2.8977138460855656,0.15741681109042993,2.5801858534277002,-2.633799818061324,1.1350540586852562,1.3053593963470287,-0.14413027958516722
-0.4528013981119541,-0.2042462828080156,1.0239041388484553,-2.5997789762437438,-1.0687140093989829,1.3967195818373606,1.6785565519477066,2.8977138697160356,0.15741681350680636,2.5801858301954113,-2.633799818402926,1.1350540570184382,1.3053593999967332,-0.1441302781107503
-0.45255059873021786,-0.2041364082396555,1.023726719139379,-2.599768737106553,-1.0687551081406275,1.396640400199443,1.67859481623616,2.897713810588982,0.15746219470464817,2.5797702287731585,-2.6338450197429597,1.13502339027576,1.3054231589853291,-0.1441038767906142
-0.4525504415259416,-0.2041363525365245,1.0237265677486143,-2.599768731713624,-1.0687551349981188,1.396640348889143,1.6785948402517175,2.8977136451774435,0.15746217780106297,2.5797703913983447,-2.6338450173512675,1.1350234019458507,1.3054231334427366,-0.14410388710702005
-0.4522996951936431,-0.20402655406922054,1.023549292567175,-2.5997584969377705,-1.0687962310317785,1.3965611803773808,1.6786331067983618,2.897713848968836,0.15750756916210307,2.579354705740908,-2.6338901808546504,1.134992725476387,1.3054869098254942,-0.1440774789982563
-0.45229997463566995,-0.20402665307851908,1.023549561673562,-2.5997585065257875,-1.0687961832901456,1.396561271586096,1.6786330641105565,2.897714856543022,0.15750785063727668,2.5793537188272992,-2.633890208080671,1.1349925945851762,1.3054871894852669,-0.14407735982695558
-0.45204918472715505,-0.20391696098326495,1.0233724959185118,-2.5997482791455893,-1.0688373003969538,1.396482100955314,1.6786713311958161,2.8977149657061396,0.1575533302842318,2.5789377052534377,-2.6339353601034654,1.134961873542428,1.3055510563908004,-0.14405091289350702
-0.45204922909720224,-0.2039169767065081,1.0233725386476102,-2.5997482806680594,-1.068837292815302,1.3964821154382694,1.6786713244163423,2.8977150555119664,0.15755333950109707,2.578937616958349,-2.6339353614037218,1.1349618671936001,1.3055510702850461,-0.14405090727958358
-0.4517986638017124,-0.20380737794198467,1.0231957898880344,-2.5997380643411647,-1.0688783699678686,1.396403024572641,1.6787095553417384,2.8977154953415294,0.15759914489872284,2.5785204707874243,-2.63398054307871,1.1349309947009858,1.3056152610316616,-0.1440243219516596
-0.4517987125746945,-0.20380739522510538,1.023195836857595,-2.599738066013952,-1.0688783616340265,1.3964030404921557,1.6787095478908185,2.8977156159945316,0.15759915730601604,2.57852035216753,-2.633980544828762,1.1349309861645391,1.3056152797167897,-0.14402431440243557
